0.18625842	-0.19108322	-0.15988559	-0.13690737	0.16132027	0.15558898	0.18719123	0.12580626	-0.18601316	-0.102397904	-0.21186839	-0.16855447	0.15604222	-0.17647931	0.18564752	-0.14580895
0.04735106	-0.09143375	-0.029127795	0.0065424494	0.05500047	0.038611375	0.04355812	0.003624006	0.01104106	-0.059969787	-0.07882692	-0.08119972	0.10455713	-0.0038380197	0.066609174	-0.047775634
-0.124507606	0.051456288	0.14014179	0.04721385	-0.041550916	-0.12928721	-0.060803548	-0.13341548	0.106672145	0.10525417	0.052079294	0.056903474	-0.04889324	0.12411023	-0.0646717	0.12325815
0.053836495	-0.061805267	-0.09876849	-0.08815005	0.05791689	0.017200032	0.08000207	0.09364591	-0.044988997	-0.07274928	-0.08884882	-0.016648237	0.043204017	-0.10150551	0.079418704	-0.061760016
0.17835358	-0.31992224	-0.3119411	-0.3004661	0.21477146	0.21824673	0.38404322	0.30556044	-0.25488088	-0.23784383	-0.43827584	-0.2781105	0.38572598	-0.31959027	0.22750838	-0.34117088
-0.13294442	0.04726232	0.08134076	0.12300982	-0.07815469	-0.087151006	-0.0983628	-0.078877985	0.098602824	0.06707907	0.0661254	0.13372712	-0.06389246	0.15319587	-0.15949033	0.09412041
-0.05624201	0.12371992	0.08589352	0.027965343	-0.07305654	-0.018744566	-0.063604966	-0.04217323	0.10087953	0.023099922	0.14536874	0.08464393	-0.12088535	0.017076747	-0.06664218	0.06364782
0.07451933	-0.11675626	-0.14107768	-0.096669145	0.036034256	0.10687384	0.15071605	0.087240964	-0.120019674	-0.05085121	-0.15401892	-0.12696822	0.20201825	-0.06241365	0.103222236	-0.08440776
0.11629749	-0.2318606	-0.1545597	-0.17742337	0.13773605	0.14602736	0.24190372	0.14515102	-0.11905743	-0.17606284	-0.30152354	-0.14940263	0.2782117	-0.1374235	0.12146097	-0.20339526
-0.09891267	0.10004799	0.093628414	0.12127894	-0.04714852	-0.06908189	-0.15030737	-0.12809306	0.085130244	0.09407044	0.1513617	0.059989683	-0.12962568	0.055237815	-0.10144694	0.110876784
0.003980212	-0.08922487	-0.035115182	-0.055180896	-0.043647006	0.047561415	0.13329029	0.055996798	-0.030885631	0.032263994	-0.08801688	0.010771416	0.11213744	-0.037061654	-0.025895242	-0.08461316
0.16133165	-0.09313152	-0.14906394	-0.18871671	0.117286175	0.18730415	0.09947623	0.12923712	-0.11971577	-0.092367694	-0.03066277	-0.097017534	0.11655623	-0.19263814	0.12785017	-0.12199643
-0.026956959	0.025199363	0.013896755	0.008991884	-0.02063777	-0.05449541	-0.078902245	-0.03485145	0.0025066168	0.037785634	0.060957834	0.08439951	-0.047175653	0.046735413	-0.053535316	0.10439806
-0.14963607	0.27314195	0.17381234	0.19653569	-0.14294966	-0.15712619	-0.33875614	-0.21941474	0.17639746	0.20445372	0.37155303	0.19584112	-0.29211164	0.22986563	-0.13847157	0.22928213
0.24947286	-0.32042107	-0.33305603	-0.33076245	0.34861812	0.2721383	0.35427725	0.2831862	-0.32927388	-0.3348349	-0.34682062	-0.35366195	0.35063204	-0.32889807	0.2638616	-0.3421188
-0.0567154	0.12507224	0.123596765	0.11705036	-0.0662642	-0.11523972	-0.15590455	-0.063480005	0.04504409	0.094421595	0.12382699	0.06434854	-0.10112588	0.056242432	-0.12447645	0.14768365
-0.050311908	0.14992885	0.07077372	0.055156115	-0.06062625	-0.05141761	-0.104379386	-0.06751693	0.099458314	0.09989937	0.18761551	0.029708982	-0.13444395	0.055230506	-0.072123766	0.08139098
-0.16458236	0.21801807	0.19591157	0.2302894	-0.16452976	-0.18704191	-0.32837158	-0.19886877	0.16406058	0.153377	0.3568412	0.19371565	-0.36863157	0.18533342	-0.21213552	0.28438544
-0.042399216	0.05416517	0.09501616	0.06092681	-0.048590336	-0.023491295	-0.1139687	-0.06266092	0.0259155	0.0939903	0.12685554	0.099586695	-0.10963708	0.0479585	-0.018877476	0.046141185
